filename,subject,response_happiness,Expansion,winloss,prototipicality,UpperFaceAUs,NasalAreaAUs,LowerFaceAUs,HandtoFaceHead_R,HandtoFaceHead_L,HeadPositionAUs,Torso,TouchingGround,NeckAUs,Shoulder_R,Shoulder_L,Chest,Arm_RX,Arm_RZ,Arm_RY,Arm_LX,Arm_LZ,Arm_LY,ArmForearm_R,ArmForearm_L,Palm_R,Palm_L,R_PalmDirection,L_PalmDirection,R_HandTouchBody,L_HandTouchBody,Torso,Leg_R,Leg_L,TouchingGround,LegSplit
E_los61,40,3,1.69,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU54_HeadDown,neutral,Knees,Not_visible,Dropped,Dropped,Closed,neutral,<90,InfrontofBody,<90,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,<90,<90,Knees,WiderThanHips
E_los62,40,2,1.53,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,Eyes,AU54_HeadDown,Not_visible,Knees,Not_visible,Not_visible,Not_visible,Closed,neutral,Not_visible,InfrontofBody,neutral,Not_visible,InfrontofBody,180/stretched,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,WiderThanHips
E_win19,40,5,4.05,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win2,40,3,3.97,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win39,40,5,3.75,win,prototypical,1+4+6+7+43,10+38,12+17+20+25+27,N/A,N/A,AU53_HeadUp,Back,Knees,21,Back,Back,Open,<90,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,90,90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_amb_los22,41,4,2.03,loss,ambivalent,1+6,10,17+25,N/A,N/A,AU53_HeadUp,Forward<45,Knees,neutral,Dropped+Forward,Dropped+Forward,Closed,<90,neutral,InfrontofBody,neutral,neutral,InfrontofBody,180/stretched,180/stretched,neutral,neutral,TowordsBody,TowordsBody,Knees,Knees,Forward<45,>90,>90,Knees,HipsWidth
E_amb_vic13,41,2,2.16,win,ambivalent,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU53_HeadUp,Not_visible,Knees,Not_visible,Forward,Forward,neutral,neutral,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,TightThighs
E_los23,41,1,1.89,loss,prototypical,1+4+6+43,10,20+26,Mouth,Mouth,AU53_HeadUp,Forward<45,Knees,21,Not_visible,Dropped+Forward,Closed,Not_visible,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,stretched ,stretch ,TowardsBody,TowardsBody,PalmsTouching,PalmsTouching,Forward<45,<90,<90,Knees,TightThighs
E_los36,41,1,1.75,loss,prototypical,Not_visible,Not_visible,Not_visible,LowerFace+Nose,LowerFace+Nose,AU54_HeadDown,neutral,Knees,neutral,Not_visible,Dropped+Forward,Closed,Not_visible,Not_visible,InfrontofBody,neutral,neutral,InfrontofBody,Not_visible,>90,Praying,Praying,TowordsBody,TowordsBody,N/A,N/A,neutral,<90,<90,Knees,HipsWidth
E_los6,41,3,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Forehead,Forehead,AU57_Forward,Forward>45,Knees,Not_visible,neutral,neutral,Not_visible,neutral,90,NotinFrontofBody,neutral,Not_visible,NotinFrontofBody,<90,Not_visible,Clench,Not_visible,TowardsBody,TowardsBody,N/A,N/A,Forward>45,<90,Not_visible,Knees,Not_visible
E_los61,41,4,1.69,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU54_HeadDown,neutral,Knees,Not_visible,Dropped,Dropped,Closed,neutral,<90,InfrontofBody,<90,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,<90,<90,Knees,WiderThanHips
E_los62,41,1,1.53,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,Eyes,AU54_HeadDown,Not_visible,Knees,Not_visible,Not_visible,Not_visible,Closed,neutral,Not_visible,InfrontofBody,neutral,Not_visible,InfrontofBody,180/stretched,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,WiderThanHips
E_win19,41,5,4.05,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win2,41,4,3.97,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win39,41,4,3.75,win,prototypical,1+4+6+7+43,10+38,12+17+20+25+27,N/A,N/A,AU53_HeadUp,Back,Knees,21,Back,Back,Open,<90,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,90,90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_amb_los22,42,2,2.03,loss,ambivalent,1+6,10,17+25,N/A,N/A,AU53_HeadUp,Forward<45,Knees,neutral,Dropped+Forward,Dropped+Forward,Closed,<90,neutral,InfrontofBody,neutral,neutral,InfrontofBody,180/stretched,180/stretched,neutral,neutral,TowordsBody,TowordsBody,Knees,Knees,Forward<45,>90,>90,Knees,HipsWidth
E_amb_vic13,42,2,2.16,win,ambivalent,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU53_HeadUp,Not_visible,Knees,Not_visible,Forward,Forward,neutral,neutral,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,TightThighs
E_los23,42,1,1.89,loss,prototypical,1+4+6+43,10,20+26,Mouth,Mouth,AU53_HeadUp,Forward<45,Knees,21,Not_visible,Dropped+Forward,Closed,Not_visible,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,stretched ,stretch ,TowardsBody,TowardsBody,PalmsTouching,PalmsTouching,Forward<45,<90,<90,Knees,TightThighs
E_los36,42,2,1.75,loss,prototypical,Not_visible,Not_visible,Not_visible,LowerFace+Nose,LowerFace+Nose,AU54_HeadDown,neutral,Knees,neutral,Not_visible,Dropped+Forward,Closed,Not_visible,Not_visible,InfrontofBody,neutral,neutral,InfrontofBody,Not_visible,>90,Praying,Praying,TowordsBody,TowordsBody,N/A,N/A,neutral,<90,<90,Knees,HipsWidth
E_los6,42,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Forehead,Forehead,AU57_Forward,Forward>45,Knees,Not_visible,neutral,neutral,Not_visible,neutral,90,NotinFrontofBody,neutral,Not_visible,NotinFrontofBody,<90,Not_visible,Clench,Not_visible,TowardsBody,TowardsBody,N/A,N/A,Forward>45,<90,Not_visible,Knees,Not_visible
E_los61,42,2,1.69,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU54_HeadDown,neutral,Knees,Not_visible,Dropped,Dropped,Closed,neutral,<90,InfrontofBody,<90,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,<90,<90,Knees,WiderThanHips
E_los62,42,2,1.53,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,Eyes,AU54_HeadDown,Not_visible,Knees,Not_visible,Not_visible,Not_visible,Closed,neutral,Not_visible,InfrontofBody,neutral,Not_visible,InfrontofBody,180/stretched,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,WiderThanHips
E_win19,42,4,4.05,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win2,42,3,3.97,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win39,42,3,3.75,win,prototypical,1+4+6+7+43,10+38,12+17+20+25+27,N/A,N/A,AU53_HeadUp,Back,Knees,21,Back,Back,Open,<90,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,90,90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_amb_los22,45,5,2.03,loss,ambivalent,1+6,10,17+25,N/A,N/A,AU53_HeadUp,Forward<45,Knees,neutral,Dropped+Forward,Dropped+Forward,Closed,<90,neutral,InfrontofBody,neutral,neutral,InfrontofBody,180/stretched,180/stretched,neutral,neutral,TowordsBody,TowordsBody,Knees,Knees,Forward<45,>90,>90,Knees,HipsWidth
E_amb_vic13,45,4,2.16,win,ambivalent,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU53_HeadUp,Not_visible,Knees,Not_visible,Forward,Forward,neutral,neutral,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,TightThighs
E_los23,45,2,1.89,loss,prototypical,1+4+6+43,10,20+26,Mouth,Mouth,AU53_HeadUp,Forward<45,Knees,21,Not_visible,Dropped+Forward,Closed,Not_visible,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,stretched ,stretch ,TowardsBody,TowardsBody,PalmsTouching,PalmsTouching,Forward<45,<90,<90,Knees,TightThighs
E_los36,45,5,1.75,loss,prototypical,Not_visible,Not_visible,Not_visible,LowerFace+Nose,LowerFace+Nose,AU54_HeadDown,neutral,Knees,neutral,Not_visible,Dropped+Forward,Closed,Not_visible,Not_visible,InfrontofBody,neutral,neutral,InfrontofBody,Not_visible,>90,Praying,Praying,TowordsBody,TowordsBody,N/A,N/A,neutral,<90,<90,Knees,HipsWidth
E_los6,45,2,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Forehead,Forehead,AU57_Forward,Forward>45,Knees,Not_visible,neutral,neutral,Not_visible,neutral,90,NotinFrontofBody,neutral,Not_visible,NotinFrontofBody,<90,Not_visible,Clench,Not_visible,TowardsBody,TowardsBody,N/A,N/A,Forward>45,<90,Not_visible,Knees,Not_visible
E_los61,45,3,1.69,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU54_HeadDown,neutral,Knees,Not_visible,Dropped,Dropped,Closed,neutral,<90,InfrontofBody,<90,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,<90,<90,Knees,WiderThanHips
E_los62,45,2,1.53,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,Eyes,AU54_HeadDown,Not_visible,Knees,Not_visible,Not_visible,Not_visible,Closed,neutral,Not_visible,InfrontofBody,neutral,Not_visible,InfrontofBody,180/stretched,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,WiderThanHips
E_win19,45,3,4.05,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win2,45,3,3.97,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win39,45,3,3.75,win,prototypical,1+4+6+7+43,10+38,12+17+20+25+27,N/A,N/A,AU53_HeadUp,Back,Knees,21,Back,Back,Open,<90,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,90,90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_amb_los22,46,1,2.03,loss,ambivalent,1+6,10,17+25,N/A,N/A,AU53_HeadUp,Forward<45,Knees,neutral,Dropped+Forward,Dropped+Forward,Closed,<90,neutral,InfrontofBody,neutral,neutral,InfrontofBody,180/stretched,180/stretched,neutral,neutral,TowordsBody,TowordsBody,Knees,Knees,Forward<45,>90,>90,Knees,HipsWidth
E_amb_vic13,46,3,2.16,win,ambivalent,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU53_HeadUp,Not_visible,Knees,Not_visible,Forward,Forward,neutral,neutral,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,TightThighs
E_los23,46,2,1.89,loss,prototypical,1+4+6+43,10,20+26,Mouth,Mouth,AU53_HeadUp,Forward<45,Knees,21,Not_visible,Dropped+Forward,Closed,Not_visible,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,stretched ,stretch ,TowardsBody,TowardsBody,PalmsTouching,PalmsTouching,Forward<45,<90,<90,Knees,TightThighs
E_los36,46,3,1.75,loss,prototypical,Not_visible,Not_visible,Not_visible,LowerFace+Nose,LowerFace+Nose,AU54_HeadDown,neutral,Knees,neutral,Not_visible,Dropped+Forward,Closed,Not_visible,Not_visible,InfrontofBody,neutral,neutral,InfrontofBody,Not_visible,>90,Praying,Praying,TowordsBody,TowordsBody,N/A,N/A,neutral,<90,<90,Knees,HipsWidth
E_los6,46,2,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Forehead,Forehead,AU57_Forward,Forward>45,Knees,Not_visible,neutral,neutral,Not_visible,neutral,90,NotinFrontofBody,neutral,Not_visible,NotinFrontofBody,<90,Not_visible,Clench,Not_visible,TowardsBody,TowardsBody,N/A,N/A,Forward>45,<90,Not_visible,Knees,Not_visible
E_los61,46,2,1.69,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU54_HeadDown,neutral,Knees,Not_visible,Dropped,Dropped,Closed,neutral,<90,InfrontofBody,<90,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,<90,<90,Knees,WiderThanHips
E_los62,46,2,1.53,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,Eyes,AU54_HeadDown,Not_visible,Knees,Not_visible,Not_visible,Not_visible,Closed,neutral,Not_visible,InfrontofBody,neutral,Not_visible,InfrontofBody,180/stretched,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,WiderThanHips
E_win19,46,4,4.05,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win2,46,4,3.97,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win39,46,3,3.75,win,prototypical,1+4+6+7+43,10+38,12+17+20+25+27,N/A,N/A,AU53_HeadUp,Back,Knees,21,Back,Back,Open,<90,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,90,90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_amb_los22,47,2,2.03,loss,ambivalent,1+6,10,17+25,N/A,N/A,AU53_HeadUp,Forward<45,Knees,neutral,Dropped+Forward,Dropped+Forward,Closed,<90,neutral,InfrontofBody,neutral,neutral,InfrontofBody,180/stretched,180/stretched,neutral,neutral,TowordsBody,TowordsBody,Knees,Knees,Forward<45,>90,>90,Knees,HipsWidth
E_amb_vic13,47,3,2.16,win,ambivalent,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU53_HeadUp,Not_visible,Knees,Not_visible,Forward,Forward,neutral,neutral,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,TightThighs
E_los23,47,2,1.89,loss,prototypical,1+4+6+43,10,20+26,Mouth,Mouth,AU53_HeadUp,Forward<45,Knees,21,Not_visible,Dropped+Forward,Closed,Not_visible,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,stretched ,stretch ,TowardsBody,TowardsBody,PalmsTouching,PalmsTouching,Forward<45,<90,<90,Knees,TightThighs
E_los36,47,3,1.75,loss,prototypical,Not_visible,Not_visible,Not_visible,LowerFace+Nose,LowerFace+Nose,AU54_HeadDown,neutral,Knees,neutral,Not_visible,Dropped+Forward,Closed,Not_visible,Not_visible,InfrontofBody,neutral,neutral,InfrontofBody,Not_visible,>90,Praying,Praying,TowordsBody,TowordsBody,N/A,N/A,neutral,<90,<90,Knees,HipsWidth
E_los6,47,2,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Forehead,Forehead,AU57_Forward,Forward>45,Knees,Not_visible,neutral,neutral,Not_visible,neutral,90,NotinFrontofBody,neutral,Not_visible,NotinFrontofBody,<90,Not_visible,Clench,Not_visible,TowardsBody,TowardsBody,N/A,N/A,Forward>45,<90,Not_visible,Knees,Not_visible
E_los61,47,2,1.69,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU54_HeadDown,neutral,Knees,Not_visible,Dropped,Dropped,Closed,neutral,<90,InfrontofBody,<90,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,<90,<90,Knees,WiderThanHips
E_los62,47,2,1.53,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,Eyes,AU54_HeadDown,Not_visible,Knees,Not_visible,Not_visible,Not_visible,Closed,neutral,Not_visible,InfrontofBody,neutral,Not_visible,InfrontofBody,180/stretched,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,WiderThanHips
E_win19,47,4,4.05,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win2,47,3,3.97,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win39,47,3,3.75,win,prototypical,1+4+6+7+43,10+38,12+17+20+25+27,N/A,N/A,AU53_HeadUp,Back,Knees,21,Back,Back,Open,<90,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,90,90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_amb_los22,48,4,2.03,loss,ambivalent,1+6,10,17+25,N/A,N/A,AU53_HeadUp,Forward<45,Knees,neutral,Dropped+Forward,Dropped+Forward,Closed,<90,neutral,InfrontofBody,neutral,neutral,InfrontofBody,180/stretched,180/stretched,neutral,neutral,TowordsBody,TowordsBody,Knees,Knees,Forward<45,>90,>90,Knees,HipsWidth
E_amb_vic13,48,2,2.16,win,ambivalent,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU53_HeadUp,Not_visible,Knees,Not_visible,Forward,Forward,neutral,neutral,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,TightThighs
E_los23,48,2,1.89,loss,prototypical,1+4+6+43,10,20+26,Mouth,Mouth,AU53_HeadUp,Forward<45,Knees,21,Not_visible,Dropped+Forward,Closed,Not_visible,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,stretched ,stretch ,TowardsBody,TowardsBody,PalmsTouching,PalmsTouching,Forward<45,<90,<90,Knees,TightThighs
E_los36,48,2,1.75,loss,prototypical,Not_visible,Not_visible,Not_visible,LowerFace+Nose,LowerFace+Nose,AU54_HeadDown,neutral,Knees,neutral,Not_visible,Dropped+Forward,Closed,Not_visible,Not_visible,InfrontofBody,neutral,neutral,InfrontofBody,Not_visible,>90,Praying,Praying,TowordsBody,TowordsBody,N/A,N/A,neutral,<90,<90,Knees,HipsWidth
E_los6,48,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Forehead,Forehead,AU57_Forward,Forward>45,Knees,Not_visible,neutral,neutral,Not_visible,neutral,90,NotinFrontofBody,neutral,Not_visible,NotinFrontofBody,<90,Not_visible,Clench,Not_visible,TowardsBody,TowardsBody,N/A,N/A,Forward>45,<90,Not_visible,Knees,Not_visible
E_los61,48,2,1.69,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU54_HeadDown,neutral,Knees,Not_visible,Dropped,Dropped,Closed,neutral,<90,InfrontofBody,<90,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,<90,<90,Knees,WiderThanHips
E_los62,48,1,1.53,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,Eyes,AU54_HeadDown,Not_visible,Knees,Not_visible,Not_visible,Not_visible,Closed,neutral,Not_visible,InfrontofBody,neutral,Not_visible,InfrontofBody,180/stretched,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,WiderThanHips
E_win19,48,5,4.05,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win2,48,3,3.97,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win39,48,5,3.75,win,prototypical,1+4+6+7+43,10+38,12+17+20+25+27,N/A,N/A,AU53_HeadUp,Back,Knees,21,Back,Back,Open,<90,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,90,90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_amb_los22,49,1,2.03,loss,ambivalent,1+6,10,17+25,N/A,N/A,AU53_HeadUp,Forward<45,Knees,neutral,Dropped+Forward,Dropped+Forward,Closed,<90,neutral,InfrontofBody,neutral,neutral,InfrontofBody,180/stretched,180/stretched,neutral,neutral,TowordsBody,TowordsBody,Knees,Knees,Forward<45,>90,>90,Knees,HipsWidth
E_amb_vic13,49,1,2.16,win,ambivalent,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU53_HeadUp,Not_visible,Knees,Not_visible,Forward,Forward,neutral,neutral,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,TightThighs
E_los23,49,2,1.89,loss,prototypical,1+4+6+43,10,20+26,Mouth,Mouth,AU53_HeadUp,Forward<45,Knees,21,Not_visible,Dropped+Forward,Closed,Not_visible,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,stretched ,stretch ,TowardsBody,TowardsBody,PalmsTouching,PalmsTouching,Forward<45,<90,<90,Knees,TightThighs
E_los36,49,2,1.75,loss,prototypical,Not_visible,Not_visible,Not_visible,LowerFace+Nose,LowerFace+Nose,AU54_HeadDown,neutral,Knees,neutral,Not_visible,Dropped+Forward,Closed,Not_visible,Not_visible,InfrontofBody,neutral,neutral,InfrontofBody,Not_visible,>90,Praying,Praying,TowordsBody,TowordsBody,N/A,N/A,neutral,<90,<90,Knees,HipsWidth
E_los6,49,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Forehead,Forehead,AU57_Forward,Forward>45,Knees,Not_visible,neutral,neutral,Not_visible,neutral,90,NotinFrontofBody,neutral,Not_visible,NotinFrontofBody,<90,Not_visible,Clench,Not_visible,TowardsBody,TowardsBody,N/A,N/A,Forward>45,<90,Not_visible,Knees,Not_visible
E_los61,49,1,1.69,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU54_HeadDown,neutral,Knees,Not_visible,Dropped,Dropped,Closed,neutral,<90,InfrontofBody,<90,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,<90,<90,Knees,WiderThanHips
E_los62,49,1,1.53,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,Eyes,AU54_HeadDown,Not_visible,Knees,Not_visible,Not_visible,Not_visible,Closed,neutral,Not_visible,InfrontofBody,neutral,Not_visible,InfrontofBody,180/stretched,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Not_visible,<90,<90,Knees,WiderThanHips
E_win19,49,5,4.05,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win2,49,4,3.97,win,prototypical,1+4+6+43,10,12+17+20+27,N/A,N/A,AU53_HeadUp,Back,Knees,Not_visible,Back,Back,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,>90,stretched,PartialClench,OutwardsBody,OutwardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
E_win39,49,2,3.75,win,prototypical,1+4+6+7+43,10+38,12+17+20+25+27,N/A,N/A,AU53_HeadUp,Back,Knees,21,Back,Back,Open,<90,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,90,90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,Back,<90,<90,Knees,WiderThanHips
