filename,subject,response_happiness,Expansion,winloss,prototipicality,UpperFaceAUs,NasalAreaAUs,LowerFaceAUs,HandtoFaceHead_R,HandtoFaceHead_L,HeadPositionAUs,Torso,TouchingGround,NeckAUs,Shoulder_R,Shoulder_L,Chest,Arm_RX,Arm_RZ,Arm_RY,Arm_LX,Arm_LZ,Arm_LY,ArmForearm_R,ArmForearm_L,Palm_R,Palm_L,R_PalmDirection,L_PalmDirection,R_HandTouchBody,L_HandTouchBody,Torso,Leg_R,Leg_L,TouchingGround,LegSplit
E_los1,28,2,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,28,1,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,28,2,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,28,1,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,28,5,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,28,4,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,29,1,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,29,1,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,29,1,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,29,1,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,29,1,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,29,5,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,29,3,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,30,2,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,30,1,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,30,1,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,30,1,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,30,2,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,30,5,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,30,2,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,31,2,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,31,2,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,31,3,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,31,2,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,31,2,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,31,3,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,31,2,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,32,5,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,32,1,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,32,1,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,32,1,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,32,1,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,32,5,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,32,1,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,33,3,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,33,3,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,33,1,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,33,3,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,33,2,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,33,4,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,33,4,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,34,4,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,34,1,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,34,1,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,34,5,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,34,4,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,34,4,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,34,1,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,35,3,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,35,2,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,35,2,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,35,2,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,35,2,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,35,3,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,35,2,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,36,3,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,36,1,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,36,3,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,36,3,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,36,1,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,36,4,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,36,5,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,37,1,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,37,1,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,37,1,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,37,1,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,37,2,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,37,4,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,37,1,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,38,2,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,38,2,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,38,2,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,38,2,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
